,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
ATP1B1,0.708862752,1.591185469,0.253823103,-0.231705769,0.504896059,0.268146615,-1.03099747,0.924346092,-0.363699752,-0.745457143,0.330332979,-0.031565381,0.709380426,0.189629707,-0.475275368,0.839814892,-1.682814253,1.086212497,0.03432473,-0.393995586,0.632701158,-0.003759717,-0.817526899,-0.106026998,-0.871692244,0.617006443,-1.816062551,1.983695182
ARG1,0.338799749,0.000459216,0.047849734,-0.207173636,0.656459339,0.381590973,0.112213924,-0.14590785,-1.057925821,-0.046187232,-0.065565519,0.791369339,-0.750429491,0.468856954,-0.863673746,0.25745329,0.059610566,0.397854082,-0.300494472,-0.13261248,-0.128375458,0.334444845,0.551091971,-0.409862818,-0.650380968,0.056209754,0.60954843,-0.059942382
SLC25A5,-0.833764691,-0.676681735,0.276251035,-0.44778311,0.531472771,0.231300527,0.39550756,0.124888998,-0.756183346,-0.63802293,0.022700847,-0.583366266,0.850493927,-0.606331018,0.316610414,-0.011514176,0.547095101,0.235552906,-0.039150534,0.287546761,-0.310112796,-0.386952398,0.156133062,0.155164336,-0.226323338,1.23650635,0.467999606,-0.335864307
ICAM1,-0.041379609,-0.520218236,0.448119845,-0.617788934,-1.194041837,-0.369309798,0.008066292,0.035781868,-0.997270418,NA,-0.553511558,-0.420583737,0.287227966,0.076966831,0.91783801,-0.509845681,0.165389214,0.224914899,-0.794475456,-0.187412779,-0.213300347,0.679004329,1.169427351,0.692762541,-0.58809713,0.466919716,-0.120832338,-0.41151949
RPLP1,-0.048637511,0.681513515,-0.362835722,-0.303342232,-0.551830773,-0.363762296,-0.447210973,-0.640931323,0.07064077,-0.269676163,0.106071358,-0.436568233,0.272955717,0.123538642,-0.383558977,-0.111531126,-0.435622778,0.086471698,-0.064669766,0.305627006,-0.459478236,-0.315719064,-0.97355106,0.85917181,-0.452415232,-0.41308392,-0.974811521,-1.344133974
RPLP2,-0.254168859,-0.064059055,0.070403971,0,-0.390837622,0.066305459,0.109520685,-1.122407422,0.435214115,-0.74410103,-0.021087794,0.366538354,-1.002368003,0.484518487,-0.318519321,-0.205488685,-0.118597153,0.464008057,0.170719798,-0.289287277,-1.147129466,-0.288126424,0.142940586,-0.295873782,-0.561345533,0.141476369,-0.268513694,-0.294124773
RPLP0,1.143790835,-0.958773052,-0.486764084,-0.458822928,-1.420209405,-0.846835717,0.333246558,0.351980119,NA,-1.970998796,-0.695856915,-0.240766191,-0.010473964,-0.099505832,-0.905015816,-0.144625869,-0.657770614,0.083068527,0.171477873,NA,-1.022678366,-1.080168915,-0.129636685,0.625861282,0.968019495,-0.155300813,-0.109027486,-1.914868555
ITGB1,0.367388554,1.109616886,-1.090359582,-0.611880999,0.909080901,-0.10538174,0.191829714,0.642121334,-0.504252368,0.191408553,-0.400047246,0.066903961,-0.464703681,0.310367452,0.972978299,0.308707744,-0.740146333,0.449698296,0.516604736,-0.05324953,0.420497514,0.730527955,-0.749359744,0.783595469,0.77697186,0.573558958,-0.17029798,1.417979502
GSN,0.138779342,0.633570152,0.497022745,0.314512833,-0.13816798,0.210212768,0.247663926,0.230579415,0.27318719,0.578133174,0.171987752,0.605694217,0.194124593,0.30052236,-0.159015484,0.057136551,-0.070950347,0.082442513,0.052694506,0.255630769,-0.088721073,0.15707552,-0.245367856,-0.248615822,-0.202900778,-0.143704088,0.128802425,0.278280306
CDK1,1.040484805,0.042121505,-0.090450999,0.064893176,-0.438688387,-0.321996369,0.841652694,-0.467188336,0.258731265,NA,-0.992025281,-0.033718103,-0.065411958,-1.233891118,-0.333126195,-0.479610903,0.544601088,0.60383819,-0.965661695,-0.885243914,-0.524549848,0.643296838,0.78011483,-0.425555558,-0.27738704,-0.805763212,-0.644279838,0.154166437
ATP5F1B,-0.041146434,0.021056123,0.427778811,0.09213653,0.097649416,0.083561816,0.158635195,0.285837134,-0.295544985,-0.888423274,0.119098576,0.172063243,0,0.109514345,0.15688825,0.121962217,-0.24880845,0.230587854,0.100123007,0.197076159,0.322047174,-0.456960258,-0.202565113,-0.143888143,0.166477026,0.43068797,-0.147838341,0.319582761
EIF4E,0.127184683,-0.728467249,-0.453742454,-0.46349035,-0.504579719,0.143343364,0.485674513,-0.422072062,0.245948163,0.782483781,0.254117578,0.013749534,-0.093471614,-0.219020006,0.207001997,-0.391301827,0.231839794,0.650314231,0.131714953,0.49488772,0.396022857,0.370212355,-0.027907672,0.138557065,-0.440486332,-0.108104735,0.354083044,0.404217395
ENO1,-0.600927515,-0.071292117,-0.298755247,-0.217788799,-0.013761946,0.00123007,-0.307224341,-0.351585162,-0.044644217,0.047957969,-0.082066406,0.475813533,-0.48570307,0.009646805,0.020390976,-0.212573184,-0.122354408,-0.302720968,0.611600325,0.507017138,-0.052914277,0.237242967,-0.156665103,0.038201598,0.178028237,0.022878726,0.051279233,0.076291948
GPI,-0.224687457,0.080956754,0.381159615,-0.022077793,0.743005839,0.517499372,-0.074687085,0.030824337,-0.506166232,-0.545883994,-0.097198552,0.009653502,0.006114871,0.343404687,-0.118121514,-0.348745216,0.342397691,0.132493018,0.248624617,-0.040885097,-0.086862006,0.003656453,-0.068014149,-0.29107081,0.314174968,0.278805482,-0.137529935,-0.178749922
NPM1,-0.684352932,1.498040466,0.097213714,0.185054244,0.344862375,0.614459919,0.255040479,0.207677668,0.001609555,4.445415614,0.136871368,-0.358794089,0.330533104,0.378360675,-0.294755939,-0.711374501,-0.202978491,0.20116243,-0.261148587,-0.603413783,-0.43509581,-0.580527748,-0.399360875,-0.694892924,-0.683314001,-0.0913145,-0.745489887,-0.001611353
TPM3,0.561673704,-0.124103329,-0.546869635,0.250529169,-0.500212245,0.370231652,-0.07179376,0.013498149,0.216643664,-0.980287845,-0.857520907,0.510442057,0.244084321,-0.009255007,-0.019392102,-0.151687566,0.015637161,0.470987565,0.236315141,-0.05764456,0.371778021,0.68044376,-0.072482327,0.162604013,-0.215296515,0.87282555,0.379967898,-0.356306913
ITGAV,1.010511106,0.995546591,0.001402149,-0.712995615,0.789525176,-0.214216541,-0.155323033,0.396540951,-0.042348896,NA,-0.278328131,-0.303844781,0.048540122,-1.009733,0.177132328,-0.469195894,-0.970638468,0.7554336,-0.3121316,-0.166496819,-0.752517657,-0.261581757,0.305018838,0.614701981,-0.035426251,0.896813865,NA,1.287746924
SERPINE2,-1.13953609,-1.096418259,0.585076431,0.24712256,-1.535377735,-1.1090717,-1.189354808,0.19393273,-0.543580804,NA,-0.687164296,0.201593885,-0.22231257,0.315132114,-0.466015132,0.176533089,0.107314118,-0.472816136,-0.46026714,-2.007252311,-0.526213412,-1.288843483,0.816252275,0.345236264,-0.638768873,0.372225777,-0.521279666,0.499899006
EPHX1,0.105672062,-0.688764896,0.674281371,-0.178295598,0.243737539,0.509410043,0.254798974,0.113997634,-0.22969419,-0.557750564,-0.136277263,0.11399495,-0.020032698,-0.185930483,-0.396194241,0.600172999,0.168217274,-0.216391123,-0.213150047,0.064328328,0.515942501,-0.501054007,0.266982852,-0.292884555,0.450598123,-0.115888997,0.336084441,-0.01489791
DBI,0.323078389,-0.704036285,0.023543491,-0.031306364,-0.402281382,0.409546532,-0.900445623,0.199363657,-0.026248988,1.819436135,-0.246304766,-0.352959774,1.427489778,-0.380469463,1.640337619,0.165435132,1.488572889,-1.359986766,-0.125124092,-0.822882239,0.999602885,0.108543311,0.662834435,0.152801169,0.272696998,-0.603639551,-0.050025033,-0.124320096
GPX1,0.324864703,0.273091872,0.106571611,-0.336008681,0.281182122,0.759583049,-0.08242291,0.26069886,-0.205560224,-0.197986234,-0.029157446,-0.669721651,-0.067128974,0.814175637,-0.201759565,-0.693486759,-1.12177038,0.451956625,0.2387975,-0.035384284,0.106841224,-0.125261409,-0.983744998,-0.515501079,0.354705872,0.094803324,-0.282628172,-0.146253316
P4HB,-0.152255091,0.093550558,0.027379418,0.041789078,0.350878846,0.005320456,-0.117523318,0.086738792,0.364026119,0.003353447,-0.113169327,0.352519939,-0.185925417,0.434596975,-0.102552806,0.234161919,-0.054561383,0.050933397,0.194691172,0.069841615,0.36229622,0.139007454,-0.042893406,0.133079251,0.318248574,0.153303255,0.269802079,0.305659782
CTSD,-1.26973666,-0.252903575,-0.293813179,0,-1.0779676,-0.939542221,0.185858334,-0.39620326,-0.848124695,-1.128066481,-1.00999611,-0.556018478,-0.719806901,0.410918304,1.053051264,-1.858754919,-1.628533525,-0.079534488,0.070825903,-2.111759578,-0.763856862,-0.321805116,0.168831886,-0.680873354,0.315089153,0.205199845,-0.382986887,-0.793239799
TUBB,-0.493549691,-0.103370845,-0.006605843,0.372163521,0.566829541,-1.063432104,-1.002552245,-0.011813399,-0.618651108,NA,-0.616976812,0.641584183,-1.394924893,-0.625979377,-0.473043403,0.297922715,-2.04025694,0.006575734,0.018065751,-0.896448462,0.538590327,-0.486977019,-1.03432724,0.484777305,0.861948849,0.363586661,-0.880416874,0.152007758
HEXB,-0.083909437,0.086499177,-0.785820083,-0.012229771,0.124287789,-0.90257394,-0.631129178,-0.345553759,-0.605683248,-0.114788923,-0.043704334,0.681284815,-0.457502773,0.280213533,0.218435983,-0.673942301,1.095313436,-0.645788654,0.245390847,0.198501756,-0.850557468,-0.628620701,0.286689765,-0.294563276,0.680765149,-0.305417517,0.169823325,0.08868892
PFN1,-0.210867679,0.498054555,0.036740214,0.47075103,-0.031073041,0.273485222,0.270037839,0.208979729,-0.128276594,-0.385410004,0.751900741,0.611816385,-0.396273268,0.61637842,0.125128479,-0.020797582,0.102385873,0.007251707,0.588065569,0.088712612,-0.280330683,0.043250993,-0.482884133,-0.155656921,0.123323493,0.862863428,-0.31925216,-0.462270962
BPGM,0.136355797,0.110887673,-0.286676194,0.076965899,-0.078173861,0.336815638,0.373873109,0.003545421,0.948635903,0.942606209,0.21958874,0.494494916,0.060560804,0.787213292,0.351609893,0.543891426,0.532181438,0.445163321,0.094618397,0.288076057,0.10616293,0.265635595,-0.078216782,0.051905985,0.076363509,0,0.21085914,0.470755656
EPRS1,0.517764625,-0.278789866,0.00725199,0.371150916,0.439836631,0.047152032,-0.042924912,-0.300411737,0.179344651,NA,-0.063355831,-0.16336742,-1.583029708,-0.000471182,-0.491874518,0.232656183,-0.261281004,-0.281537781,-0.13593288,0.257699629,0.102292529,0.090997236,-0.078555324,1.138708351,-0.503023447,0.284026901,-0.375861317,0.467405943
CTSB,-1.677104048,-0.328252886,-0.52083429,0.275143117,0.015894321,-0.572817026,-0.002595993,-1.393226455,-2.192753998,-0.392899174,-0.742512249,-4.318382858,0.218733687,-0.687671852,-2.19286158,-2.061271372,-0.720628238,1.011453458,-0.616592027,-0.648022274,-0.775906616,-0.11566275,-0.94967881,-0.082980472,-1.196035242,-0.729635594,-0.255943918,-1.102534257
HSP90AA1,-0.292026579,0.162998884,0.243502511,0.205043613,-0.168113728,-0.04734777,-0.04682495,0.194000878,0.063381531,-0.326991326,0.218995279,-0.358644254,-0.339095051,-0.014552026,-0.633810763,-0.247590044,-0.404712811,0.016126726,-0.140001281,-0.350300515,0.117721378,0.412704418,-0.261906049,-0.412004493,-0.153056746,-0.232476667,-0.477356672,-0.334560726
GALT,0.462738779,0.391854151,-1.771622535,-0.687285427,1.197362409,-0.352265087,-0.88850422,-1.761717608,-0.513648086,NA,0,1.444544775,NA,1.407423443,0.051204398,-0.531496545,NA,-0.967175478,0.799354503,-0.991463293,0.311339689,1.098670194,NA,-1.59233566,NA,0.250250007,-1.521107816,0.52759948
LAMB1,0.45470695,-0.440398784,0.001686385,0.35856923,0.086145791,-0.520101748,-0.328138602,-0.343626052,0.503338705,1.158021118,0.216775915,0.130740993,-0.152796501,-1.960624497,-1.503617166,0.084332124,0.888922424,-0.156697899,0.646605386,0.239264545,0.674219005,0.947354105,0.296610308,0.163711928,0.774696725,-0.117995972,0.721110476,0.726568269
FH,-0.004006171,0.112253115,0.364260525,0.084943077,0.173963224,0.436516884,0.367250859,0.202614218,-0.196776267,-0.264658306,0.225931617,-0.136601831,-0.039115403,0.428251757,0.198203289,0.216039143,-0.042132901,0.114127034,0.148727053,0.163927131,0.296817257,-0.254000187,0.027821946,-0.227535768,0.004159818,0.111419078,0.182752777,-0.056720528
ANXA6,0.011697556,0,-0.633644292,-0.53951394,0.081707622,-0.05522716,-0.828196276,0.39645913,-0.719279168,-0.559808806,-0.600307628,0.017620604,0.090689448,-0.191909093,-0.230413877,0.060340039,0.454455459,-0.406809039,-0.251003813,-0.246725115,-0.104708344,0.07771574,-0.04136638,-0.157264654,0.093629962,0.213791244,-0.534590733,0.616527673
SLC3A2,0.545850884,0.051606369,-0.217162348,0.054092298,0.208197294,0.310198261,0.642866637,-0.27393559,-0.562024952,-1.233639487,-0.907077165,-0.000533651,0.388863819,0.532691087,0.183603316,0.398398375,-0.216833957,-0.441573139,-0.19245894,-0.314344536,0.10115654,0.569353478,0.285627006,0.801387257,0.113155164,-0.308633791,-0.276055543,1.025890398
PFKM,NA,-1.327343292,0.99936895,-0.966359542,0.799276148,0,-0.421521009,-0.344045129,0.613148127,NA,-0.465455167,0.64509424,0.151249701,0.58458335,NA,-0.187326974,0.482780901,-0.154464567,0.79124269,0.688757441,-2.233490279,0.107023633,0.502288682,-0.007662369,0.941679235,0.155123349,0.349460417,0.694518007
HSP90AB1,-0.416874783,0.143725417,0.350543717,0.082592939,-0.165444617,0.131211173,0.22343587,0.360430755,-0.03812685,-0.91040573,0.340727668,-0.320252056,-0.107127491,0.036340449,-1.214768554,-0.667760686,-0.328898891,-0.244642928,-0.125368326,-0.366802069,0.332463385,0.954779165,0.095109674,-0.003382905,0.128199236,0.306190146,-0.142634079,0.079158388
PDHA1,-0.031766131,0.258557109,0.128293232,0.279501953,0.119094881,0.269754098,-0.329394541,0.059770234,0.250549737,-0.280435149,0.082297093,-0.261419679,0.051271036,-0.172081933,0.046478299,-0.066455835,-0.093088369,-0.219739104,-0.418245295,-0.112683413,0,-0.10355849,0.063703517,0.091533493,-0.019136859,0.2178259,-0.253560522,0.291043325
COL4A2,0.28380102,0.424036357,-2.65984833,-0.364433171,1.174586501,-0.937910935,0.667100413,1.974274855,0.467911409,-0.339918562,-0.252944742,1.643069428,-0.101012604,0.140295687,1.402151801,1.022093963,0.18931825,0.982125395,0.303855763,-1.080224714,0.420631495,0.998966803,-0.780863525,-0.710372873,0.64809663,0.582676749,-0.927705048,0.000935345
CYC1,0.285920399,-0.211811209,-0.781706371,0.321951658,0.231177333,-0.789253112,-1.482531912,0.464916383,-0.586983074,NA,-1.147620178,-0.414430961,0.318786169,-0.683139775,-0.607461171,0.806636951,-0.024084193,0.576163189,0.726616759,-0.143558929,-0.042490443,0.4369431,0.107964884,1.073032973,0.804326287,-0.761351753,0.191826764,-0.96303456
VIM,-2.010502792,NA,NA,0.363684436,1.34489762,-2.508283766,-0.064159664,-0.004464907,-0.395914046,-0.084864677,0.652978133,1.717697408,-1.23065027,-1.278022085,1.904261954,0.063320605,-3.251053566,0.231361104,0.004451132,-0.546014595,-0.626613653,-1.908887054,-3.940892766,-1.598524647,0.8431262,-0.904751219,-0.100651417,NA
RPS17,0.62057421,-0.131761315,0.10356096,-0.493049939,-0.508247671,-0.023947434,0.791369067,-1.555991182,NA,NA,-1.503206201,-0.908144636,-0.419518331,-0.718454437,NA,-0.083117047,-0.953856869,-0.04418124,0.761857161,0.62511664,-1.282042902,-1.180470379,-0.513412403,NA,0.02355641,0.281016685,-1.440635401,0.110180481
GNAI3,-1.938619878,-0.11619524,0.54086122,-0.121122625,0.084453715,0.399638111,-0.504425618,0.88771568,-1.358607889,-1.608118118,-0.398041903,0,1.063447396,-0.310863223,-0.61261226,0.523579946,1.341841773,0.290759148,0.718003438,-0.3401642,-0.153370571,-0.062011325,1.033533163,0.939926752,-0.67274288,0.21931443,-0.252074321,0.670534977
ANXA5,1.101392439,0.5953506,-1.232065141,-1.623967009,0.644923004,-2.019996526,0.27426124,-0.211464903,0.639148979,-0.909783685,-0.698105387,-1.556534413,0,-0.159484102,1.976318214,-0.181442821,-1.285620942,0.538212013,1.166982031,0.77941599,-0.96880043,-1.183911676,-0.036271409,0.420197547,-0.83543682,-0.818912026,0.933442645,0.43068783
IGFBP1,-1.87436285,-0.731697999,-1.911764834,0.142989494,-0.840463637,0.08364393,0.920793033,-0.228940831,0.612084044,NA,-2.308111196,0.064172659,1.006389422,-1.28336663,-1.506685978,0.600626517,-1.239136762,1.689686038,-0.057443184,0.564510601,1.310996303,1.06632893,-1.524360942,-0.363987345,0.018094818,-2.061848218,-1.671544427,1.065645072
RPSA,0.139774746,-0.308531755,0.464997232,-0.149029251,-0.101479584,0.048573778,-0.066858021,-0.398683043,-0.514053132,NA,0.002216709,-0.364739317,-0.262912562,0.028509944,-0.83923267,0.130401988,0.296543244,-0.017398189,-0.540302306,-1.635204719,-0.253050622,-0.068338348,0.106344862,-0.442848618,-0.212343525,-0.256095933,-1.099511649,-0.633774814
ACAA1,0.197648598,-0.16037654,0.414448123,-0.176367804,0.529177612,0.347827851,0.011998228,-0.150522658,-0.084601008,-0.220718837,-0.299333643,-0.463025383,0.320898327,-0.306844636,0.276800396,0.320082858,-0.677407954,0.493893791,0.373910703,0.140282227,0.722062816,-0.173229276,0.172362654,-0.872694234,0.553954597,-0.054818656,-0.042798955,-0.181012549
GSTP1,-0.411326965,-0.001106511,0.06891835,0.540228299,-0.276838983,0.361505341,0.738299988,-1.126830338,0.268556419,-0.460086284,-0.637967067,0.875844723,0.275420346,1.512332141,1.171792082,-0.561001923,0.873067803,-0.39790939,-2.143627401,-0.922238921,0.303966459,-0.611201355,1.617202658,0.001105663,-0.193848037,1.162295132,1.091388944,0.463664796
LGALS1,0.428103262,0.306747561,-0.19117641,0.590991236,-0.019362971,0.746389624,0.33603977,0.068895713,0.248316705,0.61150481,1.14256927,1.327749774,0.094421273,1.077265025,-0.037673724,-0.413222601,-0.060406793,0.140932633,0.242305637,1.026192592,-1.002315313,0.589176954,0.105593564,-0.335369025,-0.989635585,-0.451140275,0.847164574,0.491668298
QDPR,-0.023196164,-0.005697776,-0.383862655,-0.371761478,0.362216132,0.644378646,-0.073999103,0.487859033,0.844496096,-1.132050652,-1.570338017,-0.008208164,0.225250759,-0.060190345,-0.082799995,-0.027909622,0.193000006,0.887049827,1.055474822,0.592940877,0.50477541,0.490804435,-0.321869612,-0.363415364,0.667464745,0.229743227,0.131552693,0.112364039
RBP1,0.048470729,1.054533862,0.702834674,-2.492589789,-0.421657352,-0.128081915,0.265336409,-0.272431587,NA,0.808853512,-0.698922853,NA,-0.643583919,NA,-1.250667276,-0.345567658,-0.137172288,-1.595318962,-2.109727875,0.146846156,-0.6674884,2.110137157,NA,0.354801818,-0.914928422,-2.250754261,NA,-0.352618063
TPM1,-0.042924669,-0.424259818,0.053960295,-0.102675646,-0.031634753,-0.096643248,-0.218125007,0.256759763,1.150837678,0.341435435,0.10775939,0.410907745,0.757104005,0.039529217,-0.322278051,0.497195467,0,0.222217823,0.530775279,0.661536338,0.442675212,0.289125837,0.036385985,0.071719319,-0.144413427,-0.266440944,0.482029537,0.607868256
CLTA,0.136766769,0.595172519,0.148303008,0.215740227,-0.570454703,-0.061101484,0.130925223,-0.01605104,0.250244919,0.179212705,0.089560024,-0.040896536,0.357158348,-0.150460232,-0.647478347,-0.046094156,0.271211361,0.150913339,0.066002011,0.196816703,-0.016379501,-0.086288347,0.272232863,-0.024870864,-0.500647224,-1.166227378,0.213742425,-0.274646378
CLTB,-0.232965366,0.051117853,0.056247565,0.314873622,1.162409734,-0.146843014,-0.029773462,-0.095420669,0.060290978,0.046135379,0.121838789,-0.187289878,-0.009391019,0.116694719,-1.209852207,0.272778734,-0.057794288,0.690783358,0.66492326,0.589977951,0.295721257,0.407568937,0.379611853,0.476070234,0,-0.463334454,0.308123304,0.374674551
CNP,0.044230247,-0.161943502,0.253917458,0.107455861,0.037992883,0.180063469,-0.030594151,-0.410361598,-1.443681932,NA,-1.751317559,0.037600787,-0.415515593,-0.88792397,0.281283969,-0.286943764,0.896778172,-0.833072976,0.015015214,0.183470576,-0.582216983,0.916556137,NA,0.704777672,0.080685617,0.507065147,-0.488884409,NA
PDGFRB,0.605926122,-0.109546485,1.074759736,0.063355559,-0.032527772,0.317651908,-0.212610995,0.094813816,0.085424725,-1.418215477,0.405126211,0.309520093,-0.569845568,0.680906716,0.512694076,0.330209252,-0.929254352,0.039301795,0.623906848,0.644464496,0.339721809,-0.319292818,0.036549881,-0.389451181,0.282635931,0.165963858,-0.040363164,0.371889909
DLD,-0.108760975,0.169418868,0,0.509097417,0.381263001,0.333081515,0.040622946,0.100956435,0.059298119,-0.766929398,0.064826122,0.051652292,0.123327246,0.384643197,0.284618351,-0.110856395,-0.250374692,0.418945702,-0.299438154,-0.573351906,0.38936128,0.099210147,0.071268744,-0.190168338,0.034888006,0.572600032,0.225263514,0.25264803
HNRNPA1,2.192504636,0.863675841,0.343852429,0.524037048,0.755592011,0.384905016,-0.164337594,0.680337698,-0.013101782,NA,-0.457714782,0.650434341,-0.12587744,-0.594404094,NA,0.576972083,NA,0.571950676,1.03403586,0.20424615,-1.719760063,-2.041359172,-0.898014773,-0.770323993,NA,-1.063634826,-0.761663196,-0.575409753
COX6C,0.04580886,-0.093568265,-0.000680201,0.477408045,-0.03036425,0.194649027,0.157577434,-0.156075268,0.101845725,NA,-0.666826856,0.206262142,0.218526346,-0.792435759,0.458058452,0.680693406,-0.060531641,0.044383341,-0.365168484,0.020460125,0.265728231,-0.41408296,0.976377353,0.201402426,0.615264201,0.229707807,-0.073193933,-0.052578326
UCHL1,-0.359631998,-0.060975045,0.623970891,0.165408028,0.369419385,0.237062202,0.01273844,0.273457731,0.464451284,0.231433714,0.197981922,-0.020759938,-0.076124117,0.365724281,0.835127638,0.180014775,-0.102156589,0.294499036,0.462488433,0.655784686,0.122383874,-0.15181631,0.125746036,-0.220132944,0.099361114,0.660459821,0.180197225,0.017436082
LTA4H,-0.294014188,0.288241664,-0.061657623,-0.093894068,0.564522022,0.305839601,-0.001957307,0.038653594,-0.093082293,-0.275927594,-0.046976136,-0.175641112,-0.128347647,0.428104726,-0.706448235,0.537353037,0.040799842,0.013520671,0.266096884,0.581331661,0.246409098,-0.660213724,0.191372556,0.270683705,-0.290683949,-0.547416745,-0.2954466,0.266494767
ALDOC,-0.602202107,-0.256969116,-0.478767603,-0.192360702,0.170822365,0.551397809,0.546518727,0.240934019,-0.01486647,-0.081451151,-0.085718507,0.374477872,0.473467342,0.611623857,0.607015442,-0.249372547,-0.063605903,-0.402073345,-0.193712684,-0.125867308,0.073073436,0.128037706,-0.353847689,-0.340021431,-0.192788839,-1.377425539,-0.296665251,-0.064391216
WEE2,-0.629866921,0.633523959,0.523438986,-0.001941828,0.118146059,0.446373744,0.314030331,0.143297123,0.49070402,0.003477094,0.690500814,-0.036234848,0.549988269,0.769617272,0.61635819,0.008083511,0.03262632,0.71704331,0.160258287,-0.570406343,0.295670756,0.229077955,-0.412673731,-0.48830032,0.053817329,0.300369766,0.058567923,0.464343252
GAA,-0.253429123,0.075683245,-0.510225941,0.102448394,-0.196522537,0.050723338,0.042115844,0.208696142,-0.89176942,1.810496564,0.339310433,-0.258644828,-0.25811865,0.381223242,0.933053705,0.173999459,-0.076216038,-0.343607524,0.244672149,0.277975004,-0.00212583,0.10551776,0.217793446,-0.841515051,0.017210213,-0.353719638,-1.052440809,0
DLAT,0.234602253,0.186097969,0.2755307,0.607596566,0.331627739,-0.222662198,0.037457518,-0.153934988,0,-0.422707732,-0.035029416,0.383048782,0.222696163,-0.184990418,0.501150792,0.36842941,-0.197497414,0.057271408,-0.221296504,-0.694998657,-0.001379597,-0.184986784,0.373857965,0.073850862,-0.153515286,-0.108412238,-0.054756691,0.219414416
