,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
OSBP,-0.511747636,0.145302975,-0.110862603,-0.013373192,-0.868048509,2.077145758,-0.271773831,0.303248018,0.241903278,-0.325755432,-0.551123714,0.246152526,-0.205582262,0.031410969,-0.327904446,0.401966403,0.470925663,-0.44523244,0.046099784,-0.043646915,0.11410934,0.043806648,-0.182845979,0.660745334,1.042864413
PCMT1,0.318150792,0.142003886,-0.216302501,-0.059276454,-0.469426525,-1.790614474,-0.252879629,-0.02708224,0.024815047,-0.356300697,-0.453076157,0.164575605,-0.534031203,-0.200157852,0.105763504,0.388212674,0.004918476,-0.250446404,-0.165902307,-0.060267454,-0.421858037,-0.020409249,0.1910581,-0.088799645,-0.01454383
PAICS,-1.187870999,-0.123753503,1.1256311,0.694385274,0.557303811,0.579940983,0.603252173,-0.029658632,0.163022689,0.590074037,0.506799102,0.506219705,0.899146257,-0.942655066,-1.090982945,-0.533968484,-1.424238627,0.133347876,-1.356196902,-1.107437963,0.381014522,-1.340382935,-1.295592573,-1.761595014,-1.544476593
SCP2,-0.126734333,-0.354480288,-1.049671719,0.319582894,0.319241035,0.377048839,0.016150778,-0.453064008,-0.872866266,-1.293520775,-1.869695582,-1.023696518,-0.352336231,0.280441981,0.435153579,-0.414131671,-0.480538955,0.697193568,0.215692572,1.030702238,0.005891867,0.562202108,-0.097798199,-0.097937273,0.153465096
UBA1,0.176933921,0.32226749,-0.533669015,-0.117652794,-0.022548632,1.489017046,0.083897112,0.488050291,0.041367193,-0.79945985,0.064171263,0.473912327,0.209967439,-0.219721298,-0.169439621,-0.13511365,0.0457998,0.43520578,0.473899424,-0.149310398,0.098174087,-0.172846427,0.03509621,0.325480656,-0.137063767
NME2,NA,-0.549042334,-0.842707494,-0.501661443,0.295014819,NA,0.013724822,0.200700931,0.121731625,-0.354050848,-0.495888632,0.44633736,0.2519672,0.994332389,0.069060591,-0.398795167,-0.126471947,0.237818345,-0.954106572,-0.53227135,0.909944891,0.425668662,0.59280718,1.067275857,-0.556780104
FDXR,-0.323028148,-0.115164463,0.253154414,0.591745183,0.194599164,0.180758534,0.06019632,-0.005290443,0.393059229,-0.181610138,0.267305563,-0.722570974,-0.316978694,0.025230914,-0.140521116,0.552677991,0.139822022,0.096975785,0.201156956,-0.028964978,-0.930960377,-0.009389544,-0.447465892,-0.028889532,-0.264503317
HNRNPA2B1,-0.14899555,-1.566351077,0.298371078,-1.792715756,1.588769058,NA,0.047576156,2.154474299,0.907581807,0.309337105,0.633806236,0.010071003,0.945436072,-0.494915895,-1.03636759,-0.036649182,-0.923835018,-0.71673748,0.496226004,-0.078464691,-0.001896718,0.253028542,-0.6220035,-0.842015345,-0.360116581
UQCRC2,-0.831323812,0.104366892,-0.292792088,-0.03083867,-0.605258755,-0.166725361,0.24550512,-0.293637255,-0.17053685,0.12380674,-0.039235686,0.581107142,-0.121650236,0.471383783,0.433988622,-0.267060597,-0.458430324,0.26689078,-0.512032122,0.038861685,0.079446991,0.410978019,0.171709571,0.146136965,0.119779441
FECH,0.250715124,0.152487595,0.107144264,0.466328358,-0.254715288,0.402053748,-0.852242477,0.0030363,0.489319491,0.054338285,0.435768839,-0.55247825,-0.747491285,0.026048063,0.262843949,-1.430872798,-1.180694412,0.248101725,-0.55077734,0.157107097,0.826494465,-0.229559976,0.26292301,-0.031703546,-0.997224379
ITGA6,-1.108954278,0.103128186,0.050520108,-0.144353102,0.578891016,0.489310977,-0.138988217,-0.459953181,-0.217603091,0.065399878,-0.357681124,0.047884773,0.539766346,0.360636089,0.4929215,-0.252086899,-0.195971343,0.54616851,0.545585639,-0.901840931,0.838898146,1.06979866,-0.24504022,-0.19009646,1.939328043
PPIB,0.217781773,0.440729084,-0.075418455,-0.176439314,0.188990849,-0.358611828,-0.072209857,0.099437903,-0.283061337,0.610618474,-0.051011416,0.258063479,-0.028308506,0.044012053,-0.116725402,0.077039775,-0.457370318,0.257452484,0.127522067,0.234228281,-0.032155289,0.509609533,0.224014691,0.409856352,0.045656908
WARS1,0.106355108,-0.045297757,-0.124556112,-0.139658955,0.325142497,NA,-0.002070947,-0.230638076,-0.174185912,0.048832366,-0.516610022,-0.254538828,0.002067979,-0.310760902,0.210864275,-0.109120449,0.154183205,-0.051259436,-0.232925705,-0.175643595,0.080093033,-0.179078661,-0.279930446,0.082076726,-0.393798743
RPS3,0.907053576,-0.519630395,0.54797637,0.290751726,0.263532649,0.271944856,0.079437452,0.563005713,0.443167213,-0.08311837,0.176957608,-0.118676515,-0.108522375,-0.356683342,-0.425214262,-0.631436032,-0.189652621,-0.569918363,-0.351108656,-0.094599431,0.126631978,0.210903105,-0.046699922,-0.824786695,-0.150898461
GCSH,0.960500588,0.334898457,-1.231433317,0.58821796,-0.258871096,NA,0.575244155,-1.52331979,-0.105632269,-0.423059751,-1.905884656,0.126974537,-1.528723271,-0.667843259,0.607432812,0.446484642,0.137973517,0.529787356,NA,-0.109290645,-1.881080695,-0.372520561,0.443283407,NA,-0.342124204
AHCY,-0.452269107,0.503778702,-0.033911573,-0.143975859,0.031564274,-1.316836671,-0.234004828,0.220603316,-0.226571056,-0.141331955,-0.150952198,-0.040668187,-0.094920868,-0.161558807,-0.000662401,0.12484632,0.000663148,-0.315165254,-0.082050851,-0.331513173,0.203402421,0.033829252,0.392703534,0.208344422,-0.284191178
CFL1,0.081652632,-0.737965067,0.156287622,0.203505611,0.205906567,-1.0313554,-0.301062727,-0.102371679,0.163681794,-0.253278322,-0.681503741,-0.206359026,0.343256664,-0.087451702,-0.43408687,0.46396281,-0.404276739,0.590499219,0.797031845,-0.050503954,-0.114632725,-0.19332662,0.651502277,-0.041023981,-0.01599676
EIF4B,0.092174186,0.075131229,-1.24126509,-0.156589754,-0.998079888,-0.189633071,0.300534156,-0.214752911,0.55512635,-0.628984762,-0.670023563,-0.103136137,0.423159162,0.495695968,0.266131639,0.697004838,0.10743235,0.295433365,-0.344664358,-0.322400529,0.313879592,0.149780605,-0.08742105,0.262875333,0.605608486
ATP2B4,NA,0.343172305,0.373627345,-0.077043804,1.460670116,1.413725541,-0.308777593,-0.035299604,-0.155561848,1.802981259,0.903461374,0.48783799,-0.401853107,NA,1.493581358,0.481126783,-0.225234454,-0.436252661,-0.174947615,-0.177169352,-0.09073051,0.078891702,0.414465876,-0.201240898,1.722258279
DTYMK,-0.41727328,0.151839495,NA,-0.605500106,0.588263986,NA,-0.254378452,-0.251110892,-1.085053978,0.853618062,0.575723376,-0.834588418,0.578655208,NA,0.474376851,-1.502784829,0.517935927,-0.485627962,-0.585135479,NA,0.288094613,-0.255880746,-0.277585495,0.096615401,0.858047061
EEF1B2,-0.173471498,0.105873667,-0.417073033,0.248544002,-0.205218376,-3.254590105,0.176536338,0.225575912,0.06090809,0.254036526,-0.006120532,-0.078179463,-0.038114773,0.258691415,0.020883106,0.224654315,0.446690463,-0.124402525,0.202798382,-0.34878776,-0.157870265,-0.142738704,0.284629445,0.109912967,-0.010088366
ATP5PB,-0.489112916,-0.076216486,0.217252522,0.470649914,-0.063497538,0.522125619,-0.18685414,-0.127052442,0.140751955,0.03376148,0.276865799,-0.293114503,0.182727366,0.420752627,-0.317177221,-0.372990685,0.192672205,1.024044989,0.281584371,-0.162306855,-0.000338941,-0.019081281,-0.118762083,0.296184633,0.398535148
ACP1,-0.588842241,1.066150144,-0.658441811,0.07035656,0.119046907,NA,-0.152430457,-0.214660969,0.000624437,-0.911765665,-0.117928889,-0.226490649,0.659717052,0.574146415,0.358006338,0.829677286,-0.222588918,-0.328358589,0.21027718,0.675429317,-0.037006187,0.071110571,-0.759394113,-0.004128525,0.947070569
ACAT1,0.384845712,0.376142942,0.17498509,0.286819874,-0.066456326,-0.427256238,0.246536687,-0.07333606,-0.161328816,0.096700036,-0.11374549,0.213783893,-0.192557325,0.289313953,-0.051715519,-0.08747808,0,0.264611897,-0.005877282,0.416756301,-0.117271026,-0.090470533,0.42568297,0.208793059,0.093235958
RPS12,0.222453111,0.84106677,-0.375300539,-0.266610134,0.281503007,-1.008162345,0.541886256,1.040643817,-0.7863107,0.768667496,-0.018895533,-0.975002474,0.848566892,-0.133971477,-0.066773527,-0.51281395,0.289608205,-0.969399475,0.800505949,0.196600683,0.374636544,-1.819997009,0.69847921,0.265615277,0.469808038
DNAJB1,0.005105515,0.189216145,-0.462049221,-0.127821478,-0.288367641,NA,-0.4783266,-0.438766192,-0.257198234,-0.163464573,-0.151597384,0.289609172,-0.034129635,-0.034487403,0.253050654,0.130657323,0.578237277,-0.251379354,0.383416721,-0.273194365,0.334033708,0,0.161698367,0.672352341,-0.197264643
ATP5F1A,0.266976882,0.043946793,-0.190701158,-0.132875915,-0.068493923,0.095942225,0.16144452,-0.177525032,0.029556584,0.246357724,0.209391501,0.377484684,-0.181877871,0.268000508,0.220661111,0.028843062,-0.04573627,0.203878985,-0.459262906,-0.135298786,0.024614954,-0.096108117,0.35452792,-0.044589735,0.197273569
PSMA1,0.044432301,0.248192182,0.518303663,-0.327046792,0.246264129,0.333093748,-0.581118777,-0.612997787,0.920785234,0.082631717,-0.220570397,0.051486642,-0.452679897,0.023191797,0.375048522,0.014543133,-0.453583055,-0.786455764,-0.840169662,-0.000338906,-1.379251798,0.419952412,0.093592435,0.31973037,-0.537414714
PSMA2,-0.052558287,0.236700824,-0.298267584,0.355254622,0.499655334,NA,-0.76129476,0.180104568,-0.355366839,0.186669759,0.152233178,-0.890219727,-0.268363776,-1.013494497,0.082484752,-0.477099788,0.004353176,-0.248435974,0.226112191,-0.456732412,0.277969028,-0.785453654,-0.807272269,-0.026206847,0.304368592
PSMA3,0.885933962,0.442787259,-0.634748731,0.764013011,0.149396574,NA,0.057764466,0.421093703,0.932716282,-0.590288328,0.477784777,-0.518377922,0.405325979,-0.309469699,0.339259874,-0.514117316,-0.693561081,-0.947978566,-0.938388734,-0.815101459,-0.56464063,0.043431206,0.537509095,-0.125755908,0.178458382
PSMA4,0.311422157,0.391229027,-0.375357582,-0.174377027,0.705365906,2.561739443,-0.20664629,0.734363965,0.363022421,0.374318421,0.160527658,0.259922708,0.147800378,-0.09962987,-1.028202096,-0.525842168,0.215526088,-0.328378529,0.377628386,-0.155697272,-1.205597076,-0.117277632,-0.050027281,-0.357119585,-0.355943866
DDX6,-0.241191284,0.149713318,0.354865904,0.015129642,0.150414198,-0.47438581,-0.155134707,0.127733457,0.220209359,0.100576216,0.331446665,-0.255254483,-0.337442967,-0.067561963,-0.090070748,-0.230255984,0.070188794,-0.128469276,0.039003874,-0.761329898,-0.58028779,-0.324876568,0.082728655,-0.491879935,-0.380529394
DNMT1,-0.331483436,NA,1.023865481,-4.034949466,-1.280528185,-1.470141945,-1.100351648,-1.28322638,-1.223740639,-0.092800477,-1.669582164,0.404495605,-2.147634143,-0.183728194,0.513535542,0.335468449,-0.176541641,0.288470465,0.701547986,0.318696486,0.00522142,0.169384716,0.28737723,-0.218207102,-0.098192502
RPL13,-1.547342634,-0.826202451,0,-0.087792177,0.032860286,0.39831729,0.88119135,1.292338901,-0.150080763,-0.690693162,0.49469968,-0.257446543,1.16415941,0.325211807,0.496617702,-0.254479286,-0.332176467,-0.607970288,0.606611946,0.146930264,-0.613795413,-0.795452663,-0.068903956,0.395794228,-0.233218833
IVD,0.257014074,0.25892782,0.452232253,0.681018533,0.368882692,0.187776722,0.57918259,-0.692322916,-0.27524344,0.481867696,-1.545975941,-0.914478866,-0.3736854,0.397687533,-0.054212768,-0.635241714,-0.608956566,-0.907637107,-0.665973529,0.610269161,-0.278101316,-1.292647596,0.474699997,0.408763675,-0.447978582
TARS1,-1.661489832,-0.190683868,-1.448231669,0.916688271,1.438191324,-1.192508568,-0.572157302,0.49882312,0.242402014,-1.398683276,0.147496883,-0.549398913,0.043646792,-0.316559002,-0.038017369,-0.382332576,-0.628603763,-0.592876525,-0.472501656,-1.31750438,0.119622762,0.149779554,0.163641615,0.028887271,0.266247628
VARS1,0.282170383,-0.415331243,1.265148565,1.075759992,0.310481537,-0.581387154,-0.64010511,-0.215614886,-0.610614977,NA,0.847463179,-0.741882855,0.46666576,-0.505163015,-2.202943609,-0.11805307,-0.503358627,0.371704814,-0.358206041,-0.449489281,1.035251805,-0.687283034,-0.273861325,0.326415505,0.045457692
EEF1G,-0.337158462,0.0811904,-0.174767029,0.039762836,-0.016596903,-3.640603696,-0.254132142,-0.096016737,-0.106482312,0.114866245,-0.184559816,0.132030543,0.034610111,-0.04623394,0.091669578,0.376280788,0.424665418,-0.204952272,0.058005398,0.022178106,-0.016737242,0.150038981,-0.172127092,0.36065961,0.083692711
FKBP2,-0.643809655,0.289439842,-0.128987635,-0.016703879,-0.010678872,0.814041366,-0.088607021,-0.782542887,-0.089331008,0.115312569,-0.644826652,-0.189550101,-0.134987471,0.031194488,-0.287058846,-0.17003621,0.143522635,0.079197917,0.37164319,-0.31489009,0.206820802,-0.187524474,-0.422451977,0.401843648,0.223469479
STOM,-1.493675718,0.041411372,0.468696523,-1.019916672,0.675743638,0.313414009,0.489135263,0.479279845,-0.327219027,-0.132371367,-0.09539184,1.055010814,-0.395281479,-0.107368051,0.690597772,0.539962147,-0.037030823,0.44945194,0.409435009,0.081587233,0.486525443,1.163573506,0.78969718,0,1.728586987
AK4,0.737433231,0.491654398,0.061760773,0.350654548,-0.096220229,0.606069178,-0.102188235,-0.081317917,-0.231448019,0.076820639,0.131154382,0.186396821,-0.12184579,-0.603555721,0.110541807,-0.900990518,0.375120588,-0.391531438,0.428672408,-0.661865042,0.517501484,-0.079913809,0,0.180857777,0.401164735
YWHAQ,0.78449515,0.12158052,-0.115189096,-0.54492971,-0.462025788,NA,0.306450591,-0.325606215,0.592429205,0.179691694,0.808642707,-0.074982233,0.036456943,0.288943075,0.177014171,0.297674051,0.618876223,0.191118274,-1.865674237,0.430924292,-0.666927638,-0.44335919,-0.732360797,0.811890927,0.357463633
MAPK3,0.223704538,-0.411353414,-0.229022151,0.149925283,0.358018966,NA,0.464607985,-0.773242304,-1.403618765,-0.281314787,-0.210705387,0.475186005,-0.58637996,-0.007562765,0.015549543,-0.293058644,0.159701641,1.104894931,1.015023066,NA,NA,-0.764189162,0.157554845,0.300682303,0.151558498
RPL10,0.685388369,-0.535076861,NA,0.14168779,NA,1.279456667,-0.088900112,-0.013647446,NA,-0.630341879,0.067287897,0.578963763,0.013519555,-0.045902446,-0.534350042,0.041211201,-0.823101366,0.579889398,-0.066929184,0.322756612,-0.495057362,-0.303093262,-0.412186563,-1.061538877,0.495675427
RPA1,0.74873249,0.305757158,0.50146204,-0.359024671,-0.090627647,2.316954786,-0.183650786,0.660947205,0.127906883,-0.587984427,0.074123434,-0.902662791,0.439028632,0.102295799,-0.105679239,0.171743743,0.270820541,0.102568968,0.533624537,-0.582144845,-0.77940016,-0.477858646,-0.029905258,0.451827029,0.256772928
CAD,0.433073561,-0.262380354,-0.052829881,0.003839501,-0.321745672,-0.727425021,-0.720213207,0,0.198669344,-0.250906275,0.456239416,0.071937036,0.549986056,-0.200214625,0.075625896,0.132042626,-0.350724846,-0.511406636,-0.568536747,-0.436961403,-0.03933816,-0.002588909,0.217267778,0.585623056,-1.138561217
CALR,-0.266885362,0.460870021,-0.324865429,-0.227292864,-0.403524159,-0.027812534,0.239884981,-0.079055074,-0.289018398,0.182793382,-0.028505768,0.276338772,0.00385835,-0.153966991,-0.027490167,0.243990981,-0.069043458,0.28838747,0.229822631,0.253028061,0.014550466,0.363374772,0.097378794,0.782277391,0.098510904
MAP4,0.487548259,0.223262631,-0.22783963,-0.134175038,-0.104895588,-0.659018475,0.103716528,0.052470794,-0.201009325,-0.372653071,-0.242629586,0.360864524,0.151711246,0.26861353,0.054666326,0.079000255,0,0.309690262,-0.308932751,0.159527635,-0.578430059,0.386407895,0.096526134,-0.464815574,0.28491973
CANX,0.064362418,0.068898993,0.110544897,-0.266016745,-0.366586178,0.628671245,-0.055021226,-0.03374242,0.04078958,0.623578409,0.542912155,-0.018456252,-0.025160939,-0.041613746,-0.063001591,-0.658617331,-0.538280949,0.476522632,0.059602492,0.335774749,0.409467382,-0.257560169,-0.24859488,0.24532491,0
PSMA5,-0.303047451,-0.019932139,0.057223444,-0.316191886,-1.361840775,2.279784031,-1.066613996,-0.18866358,-0.388555724,-0.542139618,-0.430913638,0.367654939,-0.002831756,-0.168175016,0.101767622,0.042281778,-0.003192325,-0.609576756,0.401261991,-0.216576776,0.329149114,0.224763652,0.654655598,0.249448125,-0.091917165
PSMB4,-2.475132401,0.006377964,0.015325769,0.201841314,-3.072251431,NA,-1.375051498,-0.3841946,-0.485623794,NA,-0.060116128,-0.125279335,0.981084168,1.382171986,0.826812797,1.092964562,-0.180028194,-0.019612033,-1.430864464,-0.155459499,-1.047487934,NA,1.323242968,1.652211391,0.815682359
PSMB6,-0.60823677,0.112688235,-0.302920391,0.152129684,0.079023454,NA,-0.718354334,-0.351007111,-0.646958416,0.935397036,0.39330392,-0.408706938,-0.34319113,-0.337336779,0.740716476,-0.824304852,-0.102463621,-0.458070512,-0.020915436,-0.102834625,-1.233305642,0.108427644,-0.819944088,0.023664257,-0.275179227
PSMB5,-0.746107684,0.68327351,-0.654596441,-0.275636853,0.778318125,1.275012566,-0.103845036,0.360437405,-0.346712381,0.016232383,0.368782006,0.433060194,0.129766124,0.408061496,-0.191695382,0.770328467,0.14788155,0.234421649,0.204621466,0.09694127,0.675576097,-0.634851655,0.164310511,-0.26181495,0.644571835
ABCD3,-0.480377611,0.147564198,0.053433901,0.972840015,-0.285786508,-0.048320284,-0.799149988,0.433519249,1.336208406,1.29436723,0.970323659,-1.289798118,0.114810224,-0.816722931,-0.362835681,-1.19000276,0.098373358,0.156359051,-0.622482916,0.731218916,-0.655972274,-0.27882328,-0.181556716,-2.040430516,-0.271083162
NDUFS1,0.016241986,-0.138664109,-0.759932106,0.556679496,-0.00376385,0.408280899,0.005590997,-0.341321045,0.031982641,0.965597363,-1.063203231,0.077874728,-0.434474692,-0.677942835,-0.663558869,-0.509993193,0.896139613,-0.280415926,0.392809225,-0.092713832,0.262012768,-0.317439542,-0.775662657,-0.925032395,0.166463747
MAPK1,-0.133890323,-1.224765449,-2.227275345,0.127501092,-0.072001307,-3.135051173,0.468977744,0.423537245,-0.149183858,-0.093054461,0.13748172,0.041440395,0.018149092,0.356322625,-1.477387063,0.16336827,0.057578392,-0.058631209,-0.387789426,-0.574107065,-0.126152187,0.252929576,0.029538525,-1.342975181,-1.015807507
LAP3,0.173435378,-0.017400446,-0.205002819,0.153452271,-0.626051469,-0.894213365,-0.340222394,0.036228079,0.009116304,-0.03359506,0.485275422,-0.090594653,0.319709748,0.226997165,-0.582878366,0.311429592,0.434702092,-0.35592108,0.709367839,1.044632236,-0.334370068,-0.189430197,0.081704532,0.764977903,0.151281361
IMPA1,-0.776123103,0.241917921,-0.489815736,-0.411224957,-0.516685311,-2.044590354,0.015038114,0.109713671,-0.159147291,-0.629605317,-0.411859971,0.39303994,0.137306215,0.121113359,-0.232634627,-0.087545272,-0.10237914,0.319309675,0.283188415,-0.054363551,0.007930784,0.01659363,-0.168511666,0.099067969,0.601175143
TKT,0.160596635,0.055965208,0.039722709,-0.507115192,0.228313721,-0.575928723,-0.211967968,0.191970712,-0.675195562,0.125567163,0.393081874,0.318051016,-0.356191302,0.802814423,-0.353143892,0.224755723,0.303230247,-0.716580383,0.489821003,0.486301011,-0.540067853,-1.010294634,-0.121517471,0.624141015,0
EEF1D,0.008450359,0.131709253,-0.146395287,0.198842199,-0.229018115,-3.388269312,0.262937874,0.085621605,-0.207222643,0.05661463,-0.185607418,-0.040332722,0.226197742,0.213784523,0.203768444,0.513364928,0.764236061,-0.018618437,-0.118937375,0.197501352,-0.586181296,0.098942682,-0.517152328,0.101698678,-0.316085381
ALDH4A1,-0.507103257,0.16860855,-0.55167908,-0.40256857,0.146089709,0.815698968,0.25026801,-0.514618621,0.109608607,0,-0.038219862,-0.170537887,-0.146679432,0.060072702,0.108521615,-0.084333087,-0.046594919,0.485859151,0.309240744,-0.142069562,-0.131393775,0.114217633,0.08582062,0.130808948,0.306493116
ERP29,0.138858647,0.246314114,-0.591225167,-0.155007777,-0.398150521,-0.055325986,-0.313060985,-0.080900417,-0.497718672,-0.258939863,-0.273216913,0.033440193,0.033580003,-0.32167299,-0.364981378,0.48373225,0.175896296,0.117560366,-0.146770831,-0.134025663,-0.229619967,0.146259381,-0.31377499,0.020105698,0.022399592
PRDX6,0.471927316,0.672327324,-0.527111091,0.070517465,-0.353636964,-2.484149125,0.506153454,-0.020805503,-0.080510651,-0.827044923,-0.123315498,0.8817433,0.452126023,0.159487612,-0.003999909,0.410059266,0.328202335,-0.201719421,-0.019704598,-0.1221402,-0.334694947,-0.07352004,0.217594867,0.183061246,0.235036275
PRDX5,1.011535958,0.361102322,0.006824323,0.171121756,-0.917065223,-0.296812581,0.265621689,0.534218161,-0.105289926,-0.866587442,-0.405086141,0.662282103,-0.031922075,0.247826199,-0.131801158,0.010568127,-0.224300945,-0.279009512,-0.147332869,0.280164687,0.020456815,0.035388477,0.889906597,0.37929171,-0.019011777
GCHFR,0.77619866,0.136035498,-1.136090992,-1.033361467,-0.156382863,NA,0.250358162,-0.701811642,-0.6835985,-1.442678626,-1.196958997,-0.345745152,0.010927488,-0.351589038,-0.22894188,0.629273527,0.234749621,0.723107574,-0.104353323,0.633377771,0.976317537,0.184823366,0.237665171,-0.511588994,-0.018200699
PRDX3,0.444207173,0.563994637,-0.192097213,-0.266198261,-0.595930673,-0.715407647,0.285058232,0.369446586,-0.562520886,-0.189742357,0.032442236,0.143019219,0.085268262,-0.358737906,0.195928822,-0.12108923,-0.611557123,-0.277833871,-0.337976435,-0.404310333,0.394591382,-0.215563977,0.360094995,0.065735949,0.155626483
ATP5F1D,-1.085501768,-0.35181324,-0.048659967,0.251332309,-0.246381835,-0.27523335,-0.220166078,-0.193981787,-0.216391588,0.690397651,-0.271302601,0.405244141,-0.233308414,0.066751805,-0.290398036,0.38648044,0.544020566,0.204728048,0.141974796,0.294858495,0.343243568,-0.416337094,0.212890015,0.259993789,0.018253368
RPL12,0.020664667,0.342363757,0.050813875,0.477223436,-0.343436301,-0.268234143,-0.305448182,1.033592894,0.38979656,0.069177311,0.705368601,-0.857917266,1.011717394,-0.886161258,0.942621044,-0.264048068,0.548857542,-0.575109756,-1.030440569,0.330813884,-0.204108792,-0.308801109,-0.614410232,-3.43628463,-1.069944278
ECHS1,0.394028496,0.464275221,-0.290533678,-0.094196316,0.080196697,0.406405912,0.307182737,-0.217464103,0.009206624,-0.263732932,-0.200864638,0.382506038,-0.068116189,0,0.419174758,-0.142939052,0.158068863,-0.498765251,-0.084477031,-0.424065259,-0.029950035,-0.784502143,0.03622436,-0.075973433,-0.02398044
